,Type,PRECIPITATION_MA,TEMPERATURE_MA
116299,8,13.87,81.5
116300,8,1.02,65.9
116301,8,9.39,82.1
116302,8,0.59,69.8
116303,8,9.22,81.6
116304,8,1.85,72.8
116305,8,0.36,64.6
116306,8,5.82,80.4
116307,8,12.94,81.4
116308,8,0.4,69.2
116309,8,2.39,65.0
116310,8,13.1,79.6
116317,8,5.82,81.3
116318,8,0.21,66.2
116335,5,1.5,63.7
116336,5,9.84,80.4
116337,5,2.7,53.1
116338,5,5.46,80.5
116339,5,5.08,60.0
116340,5,14.85,81.7
116341,5,8.0,81.0
116342,5,12.03,57.9
116343,5,12.61,79.6
116344,5,3.37,57.3
116345,5,3.64,62.0
116346,5,5.98,82.2
116347,5,6.82,82.3
116348,5,2.24,66.8
116349,5,3.22,58.7
116350,5,4.71,80.8
116351,5,2.67,60.7
116352,5,8.35,81.0
116353,5,3.57,57.8
116354,5,17.13,79.2
116361,5,3.85,82.7
116362,5,1.07,58.7
116379,4,9.76,80.2
116380,4,1.84,63.5
116381,4,2.47,53.1
116382,4,5.9,80.5
116383,4,12.9,81.7
116384,4,5.29,60.3
116385,4,11.07,57.8
116386,4,7.95,81.0
116387,4,3.2,57.2
116388,4,12.16,79.2
116389,4,6.59,82.0
116390,4,3.26,62.2
116391,4,1.97,66.6
116392,4,6.29,82.0
116393,4,3.0,58.4
116394,4,4.88,79.8
116395,4,7.59,80.6
116396,4,3.09,60.8
116397,4,3.74,58.1
116398,4,17.57,78.9
116405,4,1.07,58.9
116406,4,4.27,82.5
116423,8,7.78,81.5
116424,8,0.8,68.9
116425,8,2.01,59.7
116426,8,6.77,81.6
116427,8,8.61,82.7
116428,8,3.12,66.4
116429,8,4.97,64.2
116430,8,6.32,82.0
116431,8,15.33,81.4
116432,8,1.02,65.6
116433,8,0.83,69.2
116434,8,7.83,81.9
116435,8,7.76,81.6
116436,8,2.13,72.5
116437,8,7.08,80.3
116438,8,0.52,63.9
116439,8,0.35,68.8
116440,8,12.36,81.4
116441,8,2.41,64.6
116442,8,12.99,79.3
116449,8,6.91,81.1
116450,8,0.22,65.2
116467,2,1.07,67.6
116468,2,10.4,81.9
116469,2,1.72,57.6
116470,2,6.6,81.7
116471,2,4.17,64.5
116472,2,10.17,82.4
116473,2,9.44,62.2
116474,2,5.39,81.1
116475,2,1.29,62.9
116476,2,10.25,80.5
116477,2,0.24,66.1
116478,2,6.8,81.8
116479,2,4.7,81.8
116480,2,0.49,70.5
116481,2,2.58,62.3
116482,2,5.15,80.6
116483,2,0.85,65.8
116484,2,12.01,81.4
116485,2,1.67,62.3
116486,2,21.65,78.9
116493,2,0.26,63.0
116494,2,5.2,81.0
116511,3,8.59,79.9
116512,3,2.16,62.3
116513,3,4.47,79.5
116514,3,3.49,51.8
116515,3,4.28,58.1
116516,3,7.72,81.5
116517,3,5.11,81.2
116518,3,12.34,56.3
116519,3,13.8,78.2
116520,3,2.17,55.2
116521,3,5.01,59.9
116522,3,6.57,81.1
116523,3,4.35,64.0
116524,3,6.63,81.2
116525,3,3.92,80.2
116526,3,6.38,56.6
116527,3,4.67,58.0
116528,3,5.36,80.5
116529,3,3.37,56.1
116530,3,10.79,78.6
116537,3,2.72,83.1
116538,3,3.63,56.2
116555,3,2.01,62.2
116556,3,10.37,79.4
116557,3,7.39,79.8
116558,3,3.35,51.0
116559,3,4.48,57.4
116560,3,7.52,80.6
116561,3,6.23,80.8
116562,3,10.83,55.9
116563,3,10.03,78.5
116564,3,2.74,55.8
116565,3,3.37,59.6
116566,3,6.3,81.4
116567,3,5.55,81.1
116568,3,2.78,63.9
116569,3,4.94,56.7
116570,3,4.94,80.2
116571,3,4.52,58.3
116572,3,7.44,79.8
116573,3,17.5,77.3
116574,3,3.36,56.8
116581,3,2.99,56.7
116582,3,4.09,82.6
116599,2,9.22,80.9
116600,2,2.0,66.0
116601,2,1.39,55.9
116602,2,7.48,81.1
116603,2,7.91,82.1
116604,2,4.23,62.8
116605,2,9.63,60.8
116606,2,6.31,81.1
116607,2,11.5,80.0
116608,2,1.45,60.7
116609,2,6.48,82.0
116610,2,1.25,64.9
116611,2,5.39,81.6
116612,2,1.14,68.6
116613,2,3.08,60.8
116614,2,6.43,79.8
116615,2,8.81,81.1
116616,2,3.25,64.1
116617,2,14.37,78.9
116618,2,2.99,60.9
116625,2,0.67,61.7
116626,2,6.05,81.8
116643,2,0.89,73.5
116644,2,7.54,81.8
116645,2,6.29,83.6
116646,2,1.69,67.6
116647,2,7.94,84.6
116648,2,4.26,72.4
116649,2,5.38,82.9
116650,2,1.49,71.4
116651,2,11.03,83.0
116652,2,0.79,70.2
116653,2,6.46,83.5
116654,2,1.01,75.7
116655,2,7.0,82.9
116656,2,5.8,77.6
116657,2,7.13,81.5
116658,2,1.08,69.9
116659,2,7.09,83.1
116660,2,1.1,74.6
116661,2,1.06,70.8
116662,2,7.23,81.8
116669,2,4.12,82.2
116670,2,0.61,71.2
116687,1,7.88,80.2
116688,1,1.97,62.8
116689,1,2.19,53.1
116690,1,9.09,78.8
116691,1,4.88,81.6
116692,1,4.61,59.7
116693,1,6.83,57.2
116694,1,7.36,81.3
116695,1,2.82,56.9
116696,1,9.55,78.9
116697,1,2.88,60.4
116698,1,5.08,81.6
116699,1,5.51,81.4
116700,1,1.2,66.1
116701,1,4.7,80.1
116702,1,3.9,58.2
116703,1,6.9,80.3
116704,1,1.65,59.6
116705,1,17.64,78.0
116706,1,2.37,58.0
116713,1,1.83,58.6
116714,1,4.02,81.5
116731,7,7.88,81.8
116732,7,1.6,70.6
116733,7,7.73,82.6
116734,7,1.93,65.3
116735,7,8.4,83.1
116736,7,5.63,70.6
116737,7,1.4,69.2
116738,7,7.01,82.3
116739,7,12.96,82.2
116740,7,1.0,68.6
116741,7,6.47,82.6
116742,7,1.91,73.1
116743,7,4.2,81.8
116744,7,6.66,74.7
116745,7,1.6,67.7
116746,7,8.39,80.1
116747,7,9.65,81.3
116748,7,2.13,72.0
116749,7,8.37,80.3
116750,7,1.42,68.0
116757,7,5.34,81.9
116758,7,1.16,69.9
116775,10,3.8,39.3
116776,10,3.48,72.7
116777,10,1.23,32.5
116778,10,2.79,71.7
116779,10,3.93,70.0
116780,10,2.84,35.1
116781,10,6.42,73.1
116782,10,2.47,34.1
116783,10,5.43,71.0
116784,10,0.99,28.2
116785,10,1.43,28.9
116786,10,3.3,72.0
116787,10,4.91,42.0
116788,10,10.66,69.6
116789,10,6.7,72.0
116790,10,1.87,33.8
116791,10,5.86,70.7
116792,10,3.84,28.9
116793,10,1.19,71.8
116794,10,2.82,37.4
116801,10,3.64,71.8
116802,10,4.44,35.8
116819,10,3.94,43.1
116820,10,7.56,72.4
116821,10,1.81,35.1
116822,10,3.79,72.4
116823,10,3.84,38.7
116824,10,8.04,70.3
116825,10,4.71,37.6
116826,10,4.54,74.2
116827,10,2.14,31.6
116828,10,5.39,70.4
116829,10,3.27,32.9
116830,10,4.01,73.4
116831,10,5.21,45.2
116832,10,6.74,71.8
116833,10,3.58,36.3
116834,10,5.89,72.7
116835,10,5.03,71.4
116836,10,4.74,33.8
116837,10,1.87,71.9
116838,10,4.74,39.8
116845,10,6.0,38.6
116846,10,6.75,72.2
116863,10,9.03,71.7
116864,10,4.9,40.7
116865,10,1.49,33.1
116866,10,3.94,71.1
116867,10,4.17,35.6
116868,10,7.15,69.1
116869,10,6.28,72.8
116870,10,2.87,35.4
116871,10,5.01,69.0
116872,10,1.47,29.6
116873,10,2.73,30.5
116874,10,5.28,72.2
116875,10,8.05,70.8
116876,10,5.3,42.9
116877,10,6.85,72.0
116878,10,3.34,35.1
116879,10,5.77,30.7
116880,10,4.28,70.3
116881,10,3.83,38.5
116882,10,0.66,70.6
116889,10,3.45,71.5
116890,10,5.26,36.8
116907,4,8.31,75.8
116908,4,5.24,55.7
116909,4,3.56,76.1
116910,4,3.47,44.8
116911,4,4.68,77.8
116912,4,6.11,50.2
116913,4,2.87,79.2
116914,4,10.07,47.8
116915,4,3.1,45.4
116916,4,11.39,74.9
116917,4,4.87,78.4
116918,4,3.03,48.6
116919,4,2.12,78.5
116920,4,8.61,55.6
116921,4,4.99,77.5
116922,4,7.63,49.1
116923,4,4.56,78.0
116924,4,9.63,46.9
116925,4,2.39,77.1
116926,4,7.78,50.0
116933,4,5.33,48.4
116934,4,4.71,81.6
116951,4,5.7,56.0
116952,4,7.47,75.8
116953,4,3.73,76.3
116954,4,3.06,45.3
116955,4,6.28,50.6
116956,4,4.15,77.8
116957,4,3.12,78.8
116958,4,9.82,47.6
116959,4,11.03,74.4
116960,4,3.35,45.9
116961,4,3.59,77.7
116962,4,3.48,48.4
116963,4,9.11,56.1
116964,4,3.57,78.4
116965,4,6.4,49.4
116966,4,4.67,77.8
116967,4,10.45,47.4
116968,4,3.24,78.0
116969,4,2.18,76.2
116970,4,7.91,49.9
116977,4,3.94,48.1
116978,4,4.58,81.0
116995,4,7.83,75.8
116996,4,4.83,54.0
116997,4,5.32,43.0
116998,4,5.98,75.6
116999,4,3.94,75.4
117000,4,6.28,48.0
117001,4,7.74,45.2
117002,4,3.64,78.2
117003,4,5.46,41.8
117004,4,4.65,74.4
117005,4,3.63,77.8
117006,4,5.27,44.5
117007,4,8.77,52.6
117008,4,1.99,78.1
117009,4,6.63,76.0
117010,4,5.72,45.3
117011,4,5.54,42.6
117012,4,4.13,76.5
117013,4,2.29,75.6
117014,4,6.01,47.7
117021,4,4.34,79.0
117022,4,6.77,44.5
117039,4,6.85,78.5
117040,4,3.86,58.8
117041,4,2.81,48.2
117042,4,4.55,78.0
117043,4,6.21,52.8
117044,4,4.07,79.4
117045,4,9.84,50.8
117046,4,4.41,79.1
117047,4,12.41,76.2
117048,4,3.92,49.5
117049,4,5.75,53.4
117050,4,4.48,79.5
117051,4,16.12,58.6
117052,4,3.13,79.2
117053,4,6.86,51.9
117054,4,4.79,78.5
117055,4,7.56,50.7
117056,4,7.86,78.6
117057,4,5.99,52.2
117058,4,5.1,76.7
117065,4,5.22,51.1
117066,4,3.58,81.9
117083,3,12.12,77.6
117084,3,4.26,57.0
117085,3,5.76,77.3
117086,3,4.35,45.6
117087,3,3.78,78.4
117088,3,6.06,50.5
117089,3,10.49,48.5
117090,3,2.65,80.2
117091,3,10.78,76.6
117092,3,3.18,46.0
117093,3,2.99,80.1
117094,3,3.4,49.1
117095,3,7.82,56.1
117096,3,2.42,79.2
117097,3,8.04,50.0
117098,3,4.87,78.5
117099,3,6.58,78.9
117100,3,8.0,46.9
117101,3,8.79,50.8
117102,3,2.48,78.1
117109,3,1.55,82.5
117110,3,5.97,48.8
117127,4,5.59,78.5
117128,4,3.75,58.9
117129,4,2.9,48.2
117130,4,4.34,78.4
117131,4,7.77,53.7
117132,4,3.53,81.2
117133,4,8.87,52.4
117134,4,4.68,79.9
117135,4,9.85,76.8
117136,4,3.62,51.6
117137,4,3.26,80.6
117138,4,7.98,55.2
117139,4,15.24,60.6
117140,4,5.82,80.2
117141,4,5.34,53.9
117142,4,3.21,79.4
117143,4,7.76,78.8
117144,4,8.16,53.6
117145,4,3.53,77.0
117146,4,4.23,53.6
117153,4,2.09,82.6
117154,4,4.38,52.7
117171,3,9.38,75.8
117172,3,5.21,55.4
117173,3,4.4,76.3
117174,3,4.26,44.6
117175,3,6.04,50.0
117176,3,4.86,77.5
117177,3,4.89,78.8
117178,3,10.62,47.2
117179,3,11.62,75.0
117180,3,3.77,44.8
117181,3,2.64,48.0
117182,3,4.47,79.0
117183,3,2.31,78.8
117184,3,9.88,55.4
117185,3,4.7,77.4
117186,3,8.29,47.8
117187,3,6.5,77.5
117188,3,7.3,46.1
117189,3,2.02,77.4
117190,3,7.22,49.8
117197,3,5.43,48.3
117198,3,3.76,81.2
117215,3,4.32,58.5
117216,3,7.64,79.2
117217,3,2.51,47.8
117218,3,6.42,78.8
117219,3,5.74,52.8
117220,3,4.39,79.9
117221,3,9.73,50.7
117222,3,3.45,80.6
117223,3,11.41,77.3
117224,3,3.0,48.8
117225,3,4.2,53.2
117226,3,4.98,80.6
117227,3,3.03,80.0
117228,3,11.37,58.6
117229,3,5.19,52.1
117230,3,4.5,79.2
117231,3,8.44,50.4
117232,3,5.28,79.4
117233,3,3.86,77.5
117234,3,6.85,52.2
117241,3,3.58,82.4
117242,3,3.7,51.1
117259,3,10.18,77.9
117260,3,4.26,58.3
117261,3,5.32,77.7
117262,3,3.35,46.5
117263,3,4.29,78.8
117264,3,5.53,51.4
117265,3,8.55,50.0
117266,3,2.79,80.4
117267,3,11.46,76.8
117268,3,3.58,47.6
117269,3,4.33,50.7
117270,3,2.57,80.1
117271,3,3.98,79.0
117272,3,10.31,57.3
117273,3,6.0,51.3
117274,3,4.15,78.6
117275,3,9.24,48.5
117276,3,7.33,78.5
117277,3,7.15,51.9
117278,3,2.64,77.7
117285,3,4.97,50.4
117286,3,2.13,82.5
117303,3,3.7,61.2
117304,3,8.78,79.4
117305,3,3.36,49.2
117306,3,6.13,79.0
117307,3,2.83,80.3
117308,3,6.07,54.5
117309,3,8.94,52.5
117310,3,5.85,80.4
117311,3,13.64,76.8
117312,3,3.85,50.0
117313,3,5.54,79.8
117314,3,5.12,54.4
117315,3,4.46,79.2
117316,3,12.63,59.3
117317,3,7.2,53.6
117318,3,3.52,79.0
117319,3,4.93,79.3
117320,3,6.93,50.6
117321,3,6.28,77.6
117322,3,5.9,53.4
117329,3,3.89,82.5
117330,3,3.59,51.9
117347,3,9.44,77.2
117348,3,4.54,56.6
117349,3,3.86,76.9
117350,3,3.02,45.2
117351,3,5.99,50.9
117352,3,5.13,78.6
117353,3,8.75,48.7
117354,3,2.62,80.0
117355,3,11.61,76.1
117356,3,2.93,46.2
117357,3,3.48,79.6
117358,3,3.56,49.9
117359,3,3.28,78.7
117360,3,9.06,56.2
117361,3,6.01,50.4
117362,3,4.47,78.1
117363,3,5.18,78.2
117364,3,8.95,47.8
117365,3,2.5,77.2
117366,3,6.78,50.8
117373,3,3.28,82.0
117374,3,4.76,49.3
117391,3,9.37,77.9
117392,3,4.18,57.8
117393,3,4.04,46.3
117394,3,6.06,77.6
117395,3,3.64,78.6
117396,3,5.23,51.0
117397,3,2.48,80.7
117398,3,9.47,49.1
117399,3,10.28,77.0
117400,3,3.45,46.8
117401,3,2.65,80.2
117402,3,3.28,49.1
117403,3,8.03,56.6
117404,3,3.4,79.1
117405,3,3.99,78.6
117406,3,7.51,50.2
117407,3,6.2,78.8
117408,3,8.0,47.2
117409,3,2.28,78.0
117410,3,8.01,50.9
117417,3,5.9,49.0
117418,3,2.08,82.4
117435,4,9.78,78.5
117436,4,3.01,61.2
117437,4,3.66,48.8
117438,4,9.9,78.6
117439,4,5.41,53.7
117440,4,4.1,79.0
117441,4,9.99,52.2
117442,4,5.05,80.9
117443,4,4.76,50.3
117444,4,18.86,76.7
117445,4,5.57,80.1
117446,4,6.68,54.6
117447,4,11.45,59.2
117448,4,4.23,79.7
117449,4,6.5,53.6
117450,4,5.3,79.4
117451,4,3.7,79.9
117452,4,6.0,50.6
117453,4,5.46,78.5
117454,4,6.76,53.6
117461,4,4.48,82.6
117462,4,4.08,51.5
117479,3,2.64,63.8
117480,3,10.64,80.0
117481,3,8.77,79.4
117482,3,2.02,53.7
117483,3,5.22,61.1
117484,3,6.24,81.8
117485,3,8.01,58.5
117486,3,6.1,80.8
117487,3,14.32,78.5
117488,3,2.36,57.5
117489,3,7.48,81.4
117490,3,3.97,61.9
117491,3,3.94,81.2
117492,3,1.64,67.0
117493,3,3.25,58.8
117494,3,5.45,79.2
117495,3,4.54,80.3
117496,3,3.08,61.2
117497,3,22.94,78.3
117498,3,4.03,58.7
117505,3,1.02,59.6
117506,3,5.13,82.1
117523,7,1.44,72.0
117524,7,9.49,81.5
117525,7,7.18,82.7
117526,7,1.91,66.3
117527,7,10.7,83.3
117528,7,6.35,71.2
117529,7,7.01,82.4
117530,7,1.43,70.0
117531,7,13.37,82.2
117532,7,0.9,68.8
117533,7,6.7,82.9
117534,7,2.88,74.3
117535,7,3.61,82.4
117536,7,7.1,75.9
117537,7,8.98,80.5
117538,7,1.87,68.8
117539,7,2.19,73.2
117540,7,8.39,82.2
117541,7,1.08,69.3
117542,7,8.79,81.3
117549,7,3.99,82.3
117550,7,1.33,71.0
117567,2,10.75,81.8
117568,2,1.34,66.7
117569,2,1.83,56.7
117570,2,4.96,81.7
117571,2,7.73,82.3
117572,2,3.97,63.3
117573,2,5.62,80.5
117574,2,10.62,61.0
117575,2,1.57,61.8
117576,2,8.42,80.4
117577,2,0.57,65.6
117578,2,8.03,82.1
117579,2,0.85,69.2
117580,2,4.12,82.0
117581,2,5.12,80.2
117582,2,2.78,61.0
117583,2,1.64,64.9
117584,2,10.46,81.3
117585,2,17.4,78.9
117586,2,1.77,61.1
117593,2,5.25,81.4
117594,2,0.26,61.6
117611,3,2.32,63.1
117612,3,8.87,79.9
117613,3,3.37,52.9
117614,3,4.2,79.8
117615,3,8.41,82.0
117616,3,4.11,59.3
117617,3,4.4,81.6
117618,3,12.32,57.6
117619,3,1.89,56.7
117620,3,16.12,78.9
117621,3,3.94,60.5
117622,3,5.47,81.3
117623,3,7.13,82.0
117624,3,4.42,65.3
117625,3,3.86,80.8
117626,3,4.97,57.9
117627,3,4.72,81.2
117628,3,5.66,59.6
117629,3,18.15,78.7
117630,3,2.55,57.0
117637,3,1.98,83.4
117638,3,3.46,57.4
117655,3,8.71,79.7
117656,3,1.9,62.2
117657,3,6.49,79.8
117658,3,3.06,51.3
117659,3,5.56,81.0
117660,3,3.49,57.5
117661,3,12.71,56.1
117662,3,5.53,81.0
117663,3,2.45,56.0
117664,3,9.98,78.6
117665,3,4.39,59.6
117666,3,8.07,81.4
117667,3,4.46,81.0
117668,3,3.21,63.9
117669,3,4.08,80.2
117670,3,7.14,56.8
117671,3,4.32,58.4
117672,3,6.0,80.2
117673,3,3.6,56.6
117674,3,14.26,77.3
117681,3,3.48,83.3
117682,3,3.25,56.3
117699,2,0.67,71.8
117700,2,8.64,82.2
117701,2,8.29,82.4
117702,2,2.45,64.1
117703,2,8.19,82.9
117704,2,4.64,69.2
117705,2,2.32,67.2
117706,2,7.56,82.9
117707,2,1.23,68.2
117708,2,14.56,81.8
117709,2,0.51,72.4
117710,2,12.75,82.5
117711,2,7.5,82.2
117712,2,2.73,74.1
117713,2,6.71,81.5
117714,2,0.3,67.3
117715,2,10.2,82.1
117716,2,0.44,71.4
117717,2,7.74,81.3
117718,2,2.24,67.7
117725,2,6.83,82.4
117726,2,0.43,68.8
117743,3,8.95,80.9
117744,3,1.75,64.6
117745,3,4.92,81.5
117746,3,2.11,54.8
117747,3,10.69,82.2
117748,3,5.99,62.1
117749,3,8.85,81.7
117750,3,11.53,59.4
117751,3,8.7,79.7
117752,3,3.14,58.9
117753,3,8.61,82.7
117754,3,2.39,64.4
117755,3,5.55,82.7
117756,3,1.85,67.9
117757,3,5.15,80.2
117758,3,2.9,59.6
117759,3,3.84,63.0
117760,3,7.32,81.2
117761,3,3.91,59.4
117762,3,14.15,79.6
117769,3,0.62,60.0
117770,3,4.27,82.2
117787,6,9.11,79.9
117788,6,2.54,61.9
117789,6,3.28,51.3
117790,6,7.13,79.8
117791,6,6.88,81.3
117792,6,5.87,56.6
117793,6,3.77,80.4
117794,6,11.94,54.8
117795,6,2.56,53.0
117796,6,16.71,77.6
117797,6,5.0,80.2
117798,6,9.36,57.4
117799,6,9.31,61.9
117800,6,4.86,80.4
117801,6,4.64,79.6
117802,6,5.05,55.4
117803,6,5.96,54.7
117804,6,8.54,80.3
117805,6,7.12,78.9
117806,6,4.26,55.2
117813,6,3.85,55.2
117814,6,4.28,83.0
117831,2,1.41,68.2
117832,2,7.28,81.4
117833,2,1.72,61.4
117834,2,9.64,81.2
117835,2,7.01,82.6
117836,2,4.39,67.6
117837,2,7.6,81.6
117838,2,2.26,65.7
117839,2,1.4,66.0
117840,2,9.15,82.0
117841,2,6.96,81.8
117842,2,0.99,70.6
117843,2,3.88,73.6
117844,2,6.35,81.4
117845,2,1.21,64.3
117846,2,7.45,79.8
117847,2,9.07,81.2
117848,2,1.53,69.6
117849,2,2.83,65.5
117850,2,7.05,79.6
117857,2,5.07,80.8
117858,2,2.09,66.9
117875,7,0.86,69.8
117876,7,8.32,82.6
117877,7,2.92,60.5
117878,7,7.33,83.2
117879,7,7.66,83.9
117880,7,4.43,66.7
117881,7,8.3,64.4
117882,7,5.23,83.0
117883,7,0.75,65.8
117884,7,11.6,82.0
117885,7,0.34,68.6
117886,7,10.19,83.1
117887,7,0.53,72.5
117888,7,5.01,82.8
117889,7,1.39,64.1
117890,7,3.83,81.9
117891,7,0.81,67.6
117892,7,11.65,82.4
117893,7,2.21,64.9
117894,7,16.67,80.7
117901,7,5.15,82.5
117902,7,0.38,66.0
117919,1,3.24,62.9
117920,1,10.3,79.7
117921,1,6.22,79.4
117922,1,3.79,51.8
117923,1,4.95,80.7
117924,1,5.85,56.8
117925,1,5.26,79.8
117926,1,12.21,54.9
117927,1,17.32,77.4
117928,1,2.75,52.8
117929,1,7.99,57.2
117930,1,6.45,80.2
117931,1,3.12,80.0
117932,1,8.51,61.9
117933,1,4.97,55.7
117934,1,4.74,79.3
117935,1,8.47,80.7
117936,1,4.61,54.7
117937,1,4.4,55.8
117938,1,8.82,79.1
117945,1,3.37,83.4
117946,1,4.52,55.6
117963,2,1.46,67.2
117964,2,9.69,81.5
117965,2,1.42,57.2
117966,2,6.36,81.4
117967,2,8.83,82.2
117968,2,3.64,64.1
117969,2,7.93,61.8
117970,2,5.41,81.0
117971,2,1.18,62.8
117972,2,10.79,80.4
117973,2,6.32,82.1
117974,2,0.54,66.1
117975,2,5.66,81.8
117976,2,0.83,70.1
117977,2,2.35,61.7
117978,2,5.33,80.2
117979,2,11.78,81.0
117980,2,1.25,65.2
117981,2,16.74,78.7
117982,2,1.65,62.3
117989,2,4.77,81.3
117990,2,0.27,62.6
118007,3,3.34,61.3
118008,3,8.04,80.1
118009,3,3.94,51.2
118010,3,3.83,80.0
118011,3,7.01,57.6
118012,3,3.88,82.1
118013,3,4.02,81.0
118014,3,12.64,55.3
118015,3,2.79,53.6
118016,3,10.43,77.8
118017,3,7.41,58.1
118018,3,4.3,80.8
118019,3,4.71,81.3
118020,3,8.23,62.3
118021,3,3.7,80.2
118022,3,5.47,55.6
118023,3,6.96,80.3
118024,3,5.57,55.1
118025,3,4.36,55.8
118026,3,8.08,78.8
118033,3,3.73,83.7
118034,3,4.56,55.0
118051,10,7.33,73.8
118052,10,4.27,41.2
118053,10,3.1,73.4
118054,10,2.14,34.7
118055,10,4.11,36.5
118056,10,7.24,71.3
118057,10,3.4,36.4
118058,10,6.39,75.3
118059,10,3.79,71.8
118060,10,1.25,30.8
118061,10,4.34,74.8
118062,10,1.89,30.2
118063,10,6.46,42.7
118064,10,8.38,72.3
118065,10,7.08,73.7
118066,10,3.18,34.5
118067,10,7.49,71.5
118068,10,4.94,29.6
118069,10,0.42,72.0
118070,10,3.03,38.3
118077,10,5.54,72.8
118078,10,4.81,37.1
118095,10,4.31,72.4
118096,10,3.92,39.0
118097,10,2.0,32.3
118098,10,3.75,71.2
118099,10,2.44,34.5
118100,10,4.61,69.4
118101,10,2.96,33.8
118102,10,6.3,72.9
118103,10,1.33,28.2
118104,10,6.31,70.9
118105,10,5.88,71.8
118106,10,1.67,28.2
118107,10,10.39,70.0
118108,10,6.33,40.9
118109,10,4.58,72.0
118110,10,2.12,32.7
118111,10,3.2,27.8
118112,10,5.22,70.2
118113,10,3.13,36.8
118114,10,1.62,71.2
118121,10,5.61,71.7
118122,10,4.33,35.0
118139,10,3.48,36.5
118140,10,5.9,71.1
118141,10,1.84,69.8
118142,10,1.2,31.8
118143,10,5.17,67.3
118144,10,2.99,33.1
118145,10,4.94,70.2
118146,10,2.07,32.0
118147,10,3.52,69.3
118148,10,0.83,25.3
118149,10,2.05,26.1
118150,10,4.38,70.0
118151,10,7.98,68.5
118152,10,3.69,40.0
118153,10,4.13,70.2
118154,10,1.5,32.5
118155,10,6.32,68.9
118156,10,2.89,26.3
118157,10,1.16,71.0
118158,10,2.58,35.1
118165,10,2.85,33.9
118166,10,1.59,70.0
118183,3,4.67,77.6
118184,3,3.99,58.0
118185,3,4.46,77.4
118186,3,2.34,47.2
118187,3,7.82,52.2
118188,3,3.71,79.8
118189,3,6.9,51.1
118190,3,5.25,79.4
118191,3,9.62,76.7
118192,3,3.69,50.3
118193,3,6.0,53.2
118194,3,3.46,80.1
118195,3,17.66,59.6
118196,3,5.46,79.6
118197,3,4.08,78.7
118198,3,5.18,52.4
118199,3,7.04,78.8
118200,3,8.34,52.1
118201,3,4.48,76.1
118202,3,5.86,52.5
118209,3,5.09,51.4
118210,3,2.19,82.4
118227,5,5.58,52.3
118228,5,10.06,74.6
118229,5,4.58,43.0
118230,5,3.91,74.9
118231,5,4.46,75.6
118232,5,6.8,48.7
118233,5,10.11,45.8
118234,5,6.1,77.8
118235,5,6.76,74.8
118236,5,3.99,44.5
118237,5,3.23,78.6
118238,5,4.22,45.4
118239,5,11.65,55.1
118240,5,1.9,78.6
118241,5,5.8,76.4
118242,5,5.71,47.2
118243,5,8.93,44.7
118244,5,4.39,76.6
118245,5,6.38,48.9
118246,5,2.16,76.2
118253,5,3.81,79.0
118254,5,5.82,47.6
118271,3,7.09,78.6
118272,3,4.29,57.7
118273,3,5.51,78.1
118274,3,2.89,46.6
118275,3,4.98,79.8
118276,3,5.78,52.3
118277,3,2.98,80.9
118278,3,9.44,50.0
118279,3,10.66,76.7
118280,3,2.86,48.0
118281,3,4.85,80.2
118282,3,4.06,51.6
118283,3,9.19,57.8
118284,3,2.58,79.5
118285,3,3.19,78.8
118286,3,5.0,51.8
118287,3,5.23,78.7
118288,3,8.66,49.3
118289,3,6.94,51.8
118290,3,2.99,77.4
118297,3,2.66,82.5
118298,3,3.88,50.3
118315,4,11.12,73.0
118316,4,5.45,51.5
118317,4,4.59,73.1
118318,4,4.84,41.2
118319,4,4.42,73.5
118320,4,7.91,47.5
118321,4,9.65,44.3
118322,4,6.61,75.7
118323,4,8.6,73.0
118324,4,4.46,42.8
118325,4,2.79,77.0
118326,4,5.53,43.9
118327,4,12.56,53.4
118328,4,2.07,76.5
118329,4,5.83,46.0
118330,4,6.66,74.7
118331,4,10.0,43.1
118332,4,5.33,74.8
118333,4,3.91,74.2
118334,4,7.19,47.4
118341,4,6.38,45.9
118342,4,5.6,77.2
118359,3,12.36,77.1
118360,3,4.23,56.7
118361,3,3.93,45.1
118362,3,4.24,77.0
118363,3,4.15,78.6
118364,3,6.07,50.5
118365,3,9.88,48.8
118366,3,1.98,80.0
118367,3,11.06,76.3
118368,3,3.02,45.6
118369,3,3.14,49.4
118370,3,3.08,79.7
118371,3,2.92,79.0
118372,3,8.55,56.0
118373,3,4.99,78.2
118374,3,7.39,50.0
118375,3,6.24,78.6
118376,3,8.66,47.2
118377,3,2.14,77.8
118378,3,8.3,50.9
118385,3,5.67,49.4
118386,3,2.03,82.2
118403,1,5.91,74.7
118404,1,5.52,52.4
118405,1,4.61,41.6
118406,1,3.6,74.6
118407,1,3.27,76.2
118408,1,6.88,48.4
118409,1,9.99,45.4
118410,1,4.88,77.7
118411,1,6.14,74.5
118412,1,4.67,42.0
118413,1,3.14,78.9
118414,1,5.78,44.9
118415,1,12.91,53.5
118416,1,3.09,77.4
118417,1,5.95,45.4
118418,1,7.48,76.4
118419,1,3.97,76.1
118420,1,6.5,42.4
118421,1,7.08,47.6
118422,1,1.72,75.8
118429,1,6.24,44.6
118430,1,4.03,78.9
118447,4,12.13,75.2
118448,4,5.55,54.7
118449,4,4.7,43.8
118450,4,5.48,75.5
